alvo,tag_alvo,pct_tag_alvo,tag_dependente_prevalente,pct_tag_dependente,amostra_termos,pct_amostra,sentenca_media_hdbscan
jesus,PROPN,100.0%,AUX | cop,1.7%,"['é', 'era', 'ser', 'foi', 'estava', 'tá', 'está', 'estar', 'sendo']",100.0%,"E eu quero declarar e profetizar que o Brasil é de Jesus e que ninguém vai impedir a obra que Deus tem, porque ele tá levantando e convertendo pessoas."
jesus,PROPN,100.0%,VERB | conj,1.6%,"['pergunta', 'coloca', 'morreu', 'falar', 'profetizar', 'passo', 'ensina-nos', 'sentou', 'conhecia', 'cumprindo']",25.0%,"Eh, você não pode fazer nada com o seu passado, mas através desse homem, como eu te falo, do apóstolo Adeildo, que viu a esposa sendo estuprada, e hoje para nós, naquele momento, Jesus sentou, respondeu todas as questões dele."
jesus,PROPN,100.0%,VERB | ccomp,1.4%,"['voltar', 'morreu', 'veio', 'mudou', 'encontrem', 'receba', 'entrou', 'podia', 'chegou', 'tinha']",35.0%,"Mas eu quero deixar algo claro aqui com relação a verdade que você disse um tempo atrás, que assim, o próprio Jesus Cristo ele foi crucificado por também dizer a verdade, né."
jesus,PROPN,100.0%,VERB | xcomp,1.4%,"['falar', 'aceitar', 'seguir', 'conhecer', 'entregar', 'voltar', 'chegar', 'olhar', 'amar', 'vir']",69.2%,"Quando você talvez não souber falar nada, quando a sua oração talvez ali você não conseguir mais dizer mais nada para Jesus e tiver com dificuldade tão grande de batalhar contra algo, diga o nome dele, porque o nome dele a poder, tá?"
jesus,PROPN,100.0%,DET | det,1.2%,"['o', 'próprio', 'nosso', 'esse', 'meu', 'a']",100.0%,"Senhor, meu pai, que a gente possa ser cada dia mais bons ministros, senhor, bons mordomos, da palavra poderosa que o Senhor nos confiou, do Espírito Santo que ressuscitou o próprio Jesus dos mortos, que habita em nós."
jesus,PROPN,100.0%,PROPN | conj,1.2%,"['jesus', 'rei', 'senhor', 'glória', 'deus', 'cristo', 'música', 'the', 'mestre', 'pai']",100.0%,"Jesus, eu oro por um mover de esperança, uma esperança viva, Pai, mudando a agenda dos nossos dias."
jesus,PROPN,100.0%,NOUN | appos,1.2%,"['pai', 'senhor', 'sangue', 'nome', 'porta', 'milagre', 'vida', 'gente', 'unanimidade', 'versículo']",81.8%,"Eu oro em nome de Jesus, pai, para que haja seja liberado um novo tempo sobre as famílias da igreja brasileira, a começar em nós que somos Igreja."
jesus,PROPN,100.0%,NOUN | conj,1.1%,"['nome', 'resultados', 'louvor', 'palavra', 'noiva', 'força', 'fé', 'evangelho', 'loucura', 'semelhança']",53.3%,"Então, quando a gente está falando sobre Jesus e sobre o evangelho e esse poder de Deus que emana da palavra de Deus, que emana do Espírito Santo que habita entre nós, a gente tá falando sobre equilíbrio e totalidade do Evangelho."
jesus,PROPN,100.0%,PROPN | nsubj,1.0%,"['jesus', 'senhor', 'brasil', 'né', 'guarda', 'deus', 'próprio', 'josué', 'ela', 'precioso']",96.3%,"Obrigado a todos pelo, pelas orações, pelo apoio, por aquilo que temos caminhado juntos e vamos continuar nesses 21 dias, povo de Deus, orando e crendo que o Brasil é de Jesus, onde o avião brasileiro no mundo existe uma ponta de avivamento para explodir, para honra e glória do Senhor Jesus."
jesus,PROPN,100.0%,VERB | acl,0.9%,"['ignorar', 'obrigado', 'acontecendo', 'apaixonado', 'escrever', 'orando', 'voltaria', 'intercedendo', 'aceitar', 'prometidos']",42.3%,"Ok, então, no propósito, o propósito protegido por dois intercessores a mim primeiro, vai falar que a direita de Deus está Jesus intercedendo por nós."
jesus,PROPN,100.0%,VERB | parataxis,0.9%,"['oro', 'amém', 'eh', 'sabe', 'tentou', 'quer', 'disse', 'fala', 'fazem', 'trouxe']",96.0%,"Jesus, eu oro por um mover de esperança, uma esperança viva, Pai, mudando a agenda dos nossos dias."
jesus,PROPN,100.0%,PROPN | ROOT,0.9%,"['senhor', 'música', 'guarda', 'jesus', 'glória', 'salvador', 'amor', 'pai', 'salva', 'amém']",87.5%,"Que o senhor esteja, Senhor Jesus, conosco."
jesus,PROPN,100.0%,PROPN | appos,0.8%,"['jesus', 'música', 'pai', 'senhor', 'law', 'falea', 'deus', 'is', 'ceará']",100.0%,"Que é aquele que será eterno, aquele que está acima de todo nome, acima de todo o caminho, acima de todo o poder: Jesus, Jesus, Jesus, ora cala abaixo."
jesus,PROPN,100.0%,ADV | advmod,0.8%,"['não', 'ali', 'somente', 'realmente', 'depois', 'então', 'longe', 'atrás', 'através', 'pessoalmente']",91.3%,"Então Todos nós somos pecadores, mas, graças a Deus, o Senhor, ele morreu por mim, morreu por você para que a gente não tivesse mais né sobre a sob a condenação, né ali do pecado e você pudesse ter um outro caminho para poder ser curado, para poder você ser salvo, para poder, se você pagar um preço, na verdade, que ninguém outro conseguiria pagar a não ser Jesus, então, se a dívida tava muito alta, né de Pecados da humanidade inteira, Jesus foi lá e pagou com sangue dEle."
jesus,PROPN,100.0%,PROPN | parataxis,0.5%,"['jesus', 'senhor']",100.0%,"O momento você tá assim completamente desesperado e a única coisa que eu consegui gritar era Jesus, era Jesus, era Jesus, era Jesus."
jesus,PROPN,100.0%,ADJ | amod,0.5%,"['querido', 'parecido', 'único', 'mesmo', 'chamado', 'novas', 'diferente', 'precioso', 'pequeno', 'melhor']",100.0%,"Agora olha que poderoso: isso não foi, não foi o ouvido de Lázaro que ouviu a voz de Jesus, ouvindo dele não funcionava mais; não foram sentido de Lázaro que sentiram o chamado Jesus, os sentidos dele não funcionava mais."
jesus,PROPN,100.0%,PROPN | obj,0.5%,"['senhor', 'igor', 'deus', 'poder', 'cristo']",100.0%,"Muita gente dessa geração nós sabe o que que é isso, né, dos louvores do David Quinlan, adorando ao Senhor Jesus."
jesus,PROPN,100.0%,PRON | nsubj,0.5%,"['que', 'quem', 'o', 'aquilo', 'ele', 'você']",100.0%,"Aí eu falei bem assim: eu perguntaria quem é Jesus, porque isso vai definir toda a visão que o cara tem de mundo, a teologia dele, a filosofia Dele."
jesus,PROPN,100.0%,SCONJ | mark,0.5%,"['que', 'para', 'porque', 'de']",100.0%,"Ok, então, no propósito, o propósito protegido por dois intercessores a mim primeiro, vai falar que a direita de Deus está Jesus intercedendo por nós."
jesus,PROPN,100.0%,NOUN | ccomp,0.4%,"['senhor', 'nome', 'filho', 'homem', 'figura', 'portas', 'verdade', 'expostos', 'pedido']",100.0%,"Por isso Deus o exaltou à mais alta posição, ele deu o nome que está acima de todo nome, para que ao nome de Jesus se dobre todo joelho, no céu, na terra e debaixo da terra, e toda língua confesse que Jesus Cristo é o senhor, para glória de Deus Pai."
jesus,PROPN,100.0%,CCONJ | cc,0.4%,"['e', 'mas']",100.0%,"O versículo 41 relata ele conversando com o outro ladrão e Jesus no meio, ele diz assim: nós na verdade com justiça Estamos morrendo, porque recebemos o castigo que os nossos atos merecem, mas ele, ele é santo, ele não merece tá aqui, nós merecemos."
jesus,PROPN,100.0%,ADJ | ROOT,0.4%,"['manso', 'valioso', 'jovem', 'gay', 'maus', 'preocupados', 'exausta', 'impossível', 'fraco', 'grande']",100.0%,"Se Jesus isso é impossível de acontecer, porque Jesus tinha um propósito."
jesus,PROPN,100.0%,PROPN | obl,0.4%,"['senhor', 'jesus', 'amar', 'peito', 'brasil']",100.0%,"Ness se esforçaram também, não fez tudo para que a gente tivesse a esperança de morar com ele na eternidade, não no céu, mas no grande Palácio da Paz onde nós vamos ficar com Jesus, Jesus Cristo, pra gente poder conversar com ele."
jesus,PROPN,100.0%,NOUN | parataxis,0.3%,"['nome', 'história', 'guarda', 'poxa', 'pessoa', 'mundo']",100.0%,"Para mim, então, Jesus era uma pessoa muito distante, sabe."
jesus,PROPN,100.0%,PRON | ROOT,0.2%,"['ti', 'alguém', 'ele', 'aquele', 'esse']",100.0%,"Alguém, Jesus e o louvou."
jesus,PROPN,100.0%,NOUN | dep,0.2%,"['nome', 'l', 'misericórdia', 'nascimento', 'sangue']",100.0%,", por exemplo, santa catarina, espírito santo, são paulo o próprio cristo redentor, não é para poder exaltar uma religião em detrimento da outra, mas exatamente para mostrar que o nascimento de jesus cristo e foi um momento histórico para a humanidade."
jesus,PROPN,100.0%,VERB | csubj,0.2%,"['levar', 'conhece', 'colocar', 'pediu', 'fiz', 'falei']",100.0%,"Eu fiz esse Jesus com alguns homens e a gente falou sobre eternidade, estava uma coisa que explodiu a cabeça de muita gente, estava lá."
jesus,PROPN,100.0%,PRON | flat:name,0.2%,"['ele', 'eu', 'isso']",100.0%,dos quais eu sou o principal não é sobre você não é sobre Nenhum de Nós é sobre Deus é sobre Jesus e a Bíblia declara que quando Jesus ele estava na iminência dele da morte na cruz ele passou por um período por um estado de Sofrimento
jesus,PROPN,100.0%,PROPN | ccomp,0.1%,"['senhor', 'cristo']",100.0%,Todo joelho se dobrará e toda língua confessará que Jesus Cristo é o Senhor.
jesus,PROPN,100.0%,NOUN | acl:relcl,0.1%,"['mandamento', 'sugestão', 'pergunta', 'modelo']",100.0%,"Amém, que alegria tá participando com você para abençoar tantas vidas- 31 mil vidas sendo abençoadas nesse momento- para poder falar sobre o poder da oração, algo que na verdade é um mandamento de Jesus, do apóstolo Paulo:"
jesus,PROPN,100.0%,ADJ | conj,0.1%,"['real', 'manso', 'maior']",100.0%,"terra chamando, terra chamando, porque quando, ah, meu Deus, o céu é real, Jesus é real, amém."
jesus,PROPN,100.0%,ADJ | acl:relcl,0.1%,"['esquerdista', 'estéreis']",100.0%,"Eu tenho certeza que hoje a gente vai ouvir aí, né nas próximas semanas, talvez meses, testemunhos de mulheres que estavam estéreis de Jesus, de de mulheres que não conseguiam ter filhos e passaram a ter filhos né tiveram um sim."
jesus,PROPN,100.0%,PRON | obl,0.1%,"['ela', 'ti', 'você']",100.0%,"Cara, o que vai arrancar um jovem da perfeição, da falta de identidade, vai ser Jesus, vai ter Jesus, mas não é Jesus no sentido de escrever Jesus e entregar para ela que não é o Jesus, de que uma guerra espiritual que acontece E isso nós fazemos através da nossa oração, através do nosso jejum."
jesus,PROPN,100.0%,AUX | ROOT,0.1%,"['vai', 'está']",100.0%,"o Jesus está, Jesus ele tá no barco e você precisa levar isso como hábito."
jesus,PROPN,100.0%,INTJ | ROOT,0.1%,"['ai', 'és', 'ô']",100.0%,"Ô Jesus, tudo que nós queremos, tudo que mais nós desejamos é estar aos teus pés."
jesus,PROPN,100.0%,PROPN | dep,0.1%,['senhor'],100.0%,"Nós repreendemos todas as setas do inimigo contra o nosso país, contra a nossa nação, e nós declaramos, Pai, que a nossa nação é do Senhor Jesus."
jesus,PROPN,100.0%,ADJ | ccomp,0.1%,"['claro', 'canibal']",100.0%,"Uma das coisas muito fortes que eu queria deixar aqui também, ncolas, para todos nós, é que Jesus foi muito claro:"
jesus,PROPN,100.0%,PRON | dep,0.1%,['qual'],100.0%,"De repente, eu perguntei para Jesus: “Jesus, qual o maior milagre que aconteceu aqui?"
jesus,PROPN,100.0%,PRON | nmod,0.1%,"['nós', 'ti']",100.0%,"A Deus, oh, sua presença clamamos: vem, vem teu reino sobre nós, Jesus."
jesus,PROPN,100.0%,DET | flat:name,0.1%,"['aquele', 'teu']",100.0%,Oramos em nome em nome de Jesus em nome de Jesus aquele que era aquele
jesus,PROPN,100.0%,AUX | advcl,0.1%,"['estava', 'foi']",100.0%,"E a pedra do túmulo de Jesus nem saiu, porque Jesus já não estava mais lá."
jesus,PROPN,100.0%,PRON | conj,0.1%,"['ele', 'tudo']",100.0%,"E ela abriu, com meu pai tinha saído assim para trabalhar, e viu que eu tava do lado da cama, eu bem novinho ali, e ela gritando o nome, né, de Jesus, e ele, depois de uma palavra é de ordem, ele simplesmente saiu dali."
jesus,PROPN,100.0%,NOUN | flat:name,0.1%,"['almas', 'valor']",100.0%,"Depois que a igreja desperta, a gente começa então ganhar vidas para Jesus almas."
jesus,PROPN,100.0%,NOUN | advcl,0.1%,"['interesse', 'mediador']",100.0%,"Jesus vai até lá para ressuscitar o menino, porque é do interesse de Jesus ressuscitar;"
jesus,PROPN,100.0%,VERB | flat:name,0.1%,['chorou'],100.0%,"Jesus Chorou, o menor versículo da Bíblia: Jesus Chorou."
jesus,PROPN,100.0%,INTJ | advmod,0.1%,"['ai', 'olha']",100.0%,Ai Jesus amado achei que eu escrevi no final e de cabeça para baixo ainda tô igual o Lula Esponja um dia o seguinte Deus é verdadeiro e nós
jesus,PROPN,100.0%,ADJ | advcl,0.1%,"['sedenta', 'gostoso']",100.0%,"Né o cristão não Conhece outra forma, é o oxigênio do Cristão, é oração, pessoa, quando realmente o coração dela tá sedenta por Jesus."
jesus,PROPN,100.0%,NOUN | xcomp,0.1%,"['testemunho', 'presença']",100.0%,"Talvez eu não posso evangelizar na família do Brasil inteiro, mas eu posso ser um testemunho de Jesus na minha."
jesus,PROPN,100.0%,ADV | case,0.1%,"['até', 'graças']",100.0%,Mas até o próprio Jesus: Ele sentiu uma pressão tão grande.
jesus,PROPN,100.0%,PRON | acl:relcl,0.1%,"['algo', 'esse']",100.0%,"Jesus que, embora sempre quando Deus não considerou que o ser igual a Deus era algo a que devia pegar-se, mas esvaziou-se a si mesmo, vindo a ser servo, tornando-se semelhante aos homens e sendo encontrado em forma humana, humilhou-se a si mesmo e foi obediente até a morte e morte de cruz."
jesus,PROPN,100.0%,NUM | nmod,0.0%,['12'],100.0%,"Não, Jesus apenas com 12 mudou a história de antes e depois dele."
jesus,PROPN,100.0%,ADV | conj,0.0%,['depois'],100.0%,Hoje ele é dividido antes e depois de Jesus Cristo.
jesus,PROPN,100.0%,ADV | amod,0.0%,['meor'],100.0%,Jesus os quatro cantos dessa [Música] terra meor
jesus,PROPN,100.0%,ADJ | xcomp,0.0%,['parecidos'],100.0%,"Cada um desses processos que o senhor nos leva na verdade são oportunidades dele nos santificar mais, nos fazer mais parecidos com Jesus."
jesus,PROPN,100.0%,ADJ | case,0.0%,['igual'],100.0%,"A gente se arrastando igual Jesus a cruz cai nas costa, pede força e cumpre o propósito."
jesus,PROPN,100.0%,ADJ | appos,0.0%,['igual'],100.0%,"É, meu Jesus Salvador, outro igual não há."
jesus,PROPN,100.0%,PRON | parataxis,0.0%,['amém'],100.0%,"Jesus, amém."
jesus,PROPN,100.0%,PROPN | obl:agent,0.0%,['nosso'],100.0%,"Se você não consegue reconhecer que a vida é o maior valor que existe no universo, que é um, um dom dado por Nosso Senhor Jesus Cristo, você não consegue reconhecer que a vida tem que ser protegida, você não merece nem tá aqui."
jesus,PROPN,100.0%,SCONJ | ROOT,0.0%,['és'],100.0%,A Jesus não és tudo [Música].
jesus,PROPN,100.0%,AUX | aux,0.0%,['vai'],100.0%,"Cara, o que vai arrancar um jovem da perfeição, da falta de identidade, vai ser Jesus, vai ter Jesus, mas não é Jesus no sentido de escrever Jesus e entregar para ela que não é o Jesus, de que uma guerra espiritual que acontece E isso nós fazemos através da nossa oração, através do nosso jejum."
jesus,PROPN,100.0%,PUNCT | flat:name,0.0%,"['""']",100.0%,"""eu quero voltar, eu quero entregar minha vida para Jesus""."
jesus,PROPN,100.0%,ADJ | flat:name,0.0%,['negro'],100.0%,"Porque, por exemplo, para um pastor da chopp como você confrontou lá, Jesus é o Jesus histórico, é o Jesus Inclusive, é o Jesus negro, Jesus Gay, por aí vai."
jesus,PROPN,100.0%,DET | ccomp,0.0%,['um'],100.0%,Porque o povo acha que Jesus era um no antigo testamento.
jesus,PROPN,100.0%,ADJ | nsubj,0.0%,['cego'],100.0%,Hoje eu tô cego de Jesus você quer que eu quero é óbvio mas o que que Jesus quer do cego pedimos misericórdia não é oração específica Amém todo mundo aqui na multidão precisa da minha misericórdia filho de ti rapaz teu filho já é uma benção
jesus,PROPN,100.0%,ADP | mark,0.0%,['a'],100.0%,"Então Todos nós somos pecadores, mas, graças a Deus, o Senhor, ele morreu por mim, morreu por você para que a gente não tivesse mais né sobre a sob a condenação, né ali do pecado e você pudesse ter um outro caminho para poder ser curado, para poder você ser salvo, para poder, se você pagar um preço, na verdade, que ninguém outro conseguiria pagar a não ser Jesus, então, se a dívida tava muito alta, né de Pecados da humanidade inteira, Jesus foi lá e pagou com sangue dEle."
jesus,PROPN,100.0%,PUNCT | det,0.0%,['ó'],100.0%,"Ó Jesus, ajuda a incredulidade, vai, ajuda nossa integridade aonde você tiver."
jesus,PROPN,100.0%,ADP | nmod,0.0%,['pela'],100.0%,"Jesus, eu oro pela... pela geração de filhos de pastores que estão se posicionando."
jesus,PROPN,100.0%,CCONJ | parataxis,0.0%,['ou'],100.0%,"Jesus, eu oro para que a presença que a gente carrega possa constranger mais até do que a eloquência que a gente tem, discussões ou... ou... ou... ou talvez em painéis às vezes."
jesus,PROPN,100.0%,CCONJ | conj,0.0%,['ou'],100.0%,"Jesus, eu oro para que a presença que a gente carrega possa constranger mais até do que a eloquência que a gente tem, discussões ou... ou... ou... ou talvez em painéis às vezes."
jesus,PROPN,100.0%,PRON | det,0.0%,['este'],100.0%,"A partir daquele dia disse ele que mais do que cantar uma música naquele CD, Eu queria conhecer este Jesus que estava transformando a vida dele."
jesus,PROPN,100.0%,PRON | obj,0.0%,['qual'],100.0%,"E João, O discípulo a qual Jesus amado."
jesus,PROPN,100.0%,ADV | flat:name,0.0%,['mesmo'],100.0%,"Jesus mesmo ali pessoalmente, ele incitava e ele convidava a pessoa para um diálogo."
jesus,PROPN,100.0%,AUX | flat:name,0.0%,['é'],100.0%,"Jesus é, sabe?"
jesus,PROPN,100.0%,ADV | ROOT,0.0%,['aqui'],100.0%,"Jesus era esse aqui, ó."
jesus,PROPN,100.0%,PROPN | amod,0.0%,['trans'],100.0%,"Isso já aconteceu aqui em Belo Horizonte em outras vezes, como por exemplo a peça teatral de Jesus trans, né o coração de nosso de ônibus travestis na virada cultural fora que de Belo Horizonte."
jesus,PROPN,100.0%,AUX | ccomp,0.0%,['eram'],100.0%,É se eu falar que eu acho que Jesus Cristo eram que ele disse que que você acha disso?
jesus,PROPN,100.0%,ADJ | csubj,0.0%,['comunista'],100.0%,"Então sim, dentro da Bíblia é muito claro que de fato Jesus não era comunista ou socialista."
jesus,PROPN,100.0%,SCONJ | det,0.0%,['que'],100.0%,O certo é queria só saber mesmo que eu já ouvi do lado da esquerda falando isso que que Jesus que Jesus foi mais esquerdista que já existiu.
jesus,PROPN,100.0%,VERB | nsubj,0.0%,['arrependa'],100.0%,"por exemplo, você acha que o cara em praça e fica lá se arrepender, não se arrependa e jesus está voltando e tal."
jesus,PROPN,100.0%,NOUN | iobj,0.0%,['presença'],100.0%,"Não há nada que nós desejemos mais do que a tua presença, Jesus."
jesus,PROPN,100.0%,NOUN | nsubj:pass,0.0%,['história'],100.0%,"Né eu sei que a rede social é um instrumento que hoje, infelizmente, é utilizada para coisas horríveis, né enquanto nós temos, né aí poxa Jesus Cristo, a história de Jesus Cristo é sendo ignorada."
jesus,PROPN,100.0%,ADV | cc,0.0%,['ah'],100.0%,"Ah Jesus, eu quero um cão guia”, né?"
jesus,PROPN,100.0%,ADP | det,0.0%,['a'],100.0%,"Eu sou pastor e missionário e muito bem casado, graças a Jesus."
jesus,PROPN,100.0%,VERB | cop,0.0%,['tá'],100.0%,"Ah, eu lembro da história de Jesus: quando Jesus tá lá naquela multidão, 5000 homens na frente dele, aí Jesus fala bem assim: aí, vamos dar de comer esse essa galera aí."
oração,NOUN,99.2%,DET | det,19.9%,"['a', 'uma', 'nossa', 'as', 'essa', 'minha', 'sua', 'nossas', 'suas', 'essas']",94.3%,"E, falando sobre intercessão, eu queria convidar esse povo, aqui agora, a orar conosco e entender, fazer os entender pelo Espírito de Deus, porque só ele pode nos levar esse entendimento de que, sim, a sua oração, irmãzinha, você aí, ó que tá aí do outro lado agora pensando Poxa, Camila, mas Deus vai ouvir a minha oração e ela foi uma oração de alguém que tem procurado né caminhar em retidão diante do Senhor."
oração,NOUN,99.2%,ADP | case,18.1%,"['de', 'da', 'em', 'na', 'sobre', 'com', 'pela', 'para', 'nas', 'por']",93.0%,"É o Daniel, com relação a oração, né que eu tenho perguntado para todo mundo, é um momento né da vida de vocês vocês possam contar um testemunho de oração, né onde oração fez toda a diferença, onde ela foi assim primordial, ali, naquele momento puderem e tiverem para poder contar."
oração,NOUN,99.2%,NOUN | nmod,6.0%,"['dias', 'jejum', 'vida', 'gratidão', 'dia', 'oração', 'igreja', 'intercessão', 'coração', 'país']",42.4%,"Boa noite a todos vocês, hoje é o dia 6 de 21 dias de oração e jejum pelo nosso país e empresta a Bíblia no celular aí por gentileza e estava Lula eupídio aqui, obviamente eu não poderia deixar, agora está certo lum pío e Paulo Borges."
oração,NOUN,99.2%,VERB | ROOT,5.8%,"['faz', 'tem', 'fiz', 'fazer', 'é', 'fez', 'sabe', 'obrigado', 'existe', 'orar']",32.4%,"Mas uma experiência minha pessoal foi Deus ouvindo a minha oração no sentido de que, para o mundo, né, parece loucura, né, é essas orações sim."
oração,NOUN,99.2%,PUNCT | punct,5.3%,"[',', '.', ':', 'né', '?', '""']",100.0%,"Mas uma experiência minha pessoal foi Deus ouvindo a minha oração no sentido de que, para o mundo, né, parece loucura, né, é essas orações sim."
oração,NOUN,99.2%,NOUN | obj,4.0%,"['dias', 'poder', 'vida', 'tipo', 'respeito', 'tipos', 'tempo', 'exército', 'comprometimento', 'sala']",52.0%,"É o Daniel, com relação a oração, né que eu tenho perguntado para todo mundo, é um momento né da vida de vocês vocês possam contar um testemunho de oração, né onde oração fez toda a diferença, onde ela foi assim primordial, ali, naquele momento puderem e tiverem para poder contar."
oração,NOUN,99.2%,VERB | acl:relcl,3.6%,"['fez', 'faz', 'deve', 'tem', 'faço', 'fiz', 'precisa', 'quero', 'possa', 'respondidas']",35.2%,"Eu aprendi, Nicolas, que chorar na presença de Deus, mesmo quando você não tem o que dizer, é a oração mais sincera que alguém pode fazer."
oração,NOUN,99.2%,AUX | cop,2.7%,"['é', 'foi', 'ser', 'era', 'estar', 'são', 'estão', 'sido', 'esteja', 'seja']",98.3%,"Mas uma experiência minha pessoal foi Deus ouvindo a minha oração no sentido de que, para o mundo, né, parece loucura, né, é essas orações sim."
oração,NOUN,99.2%,ADV | advmod,2.6%,"['através', 'então', 'não', 'aí', 'aqui', 'depois', 'também', 'agora', 'debaixo', 'somente']",83.6%,"E, falando sobre intercessão, eu queria convidar esse povo, aqui agora, a orar conosco e entender, fazer os entender pelo Espírito de Deus, porque só ele pode nos levar esse entendimento de que, sim, a sua oração, irmãzinha, você aí, ó que tá aí do outro lado agora pensando Poxa, Camila, mas Deus vai ouvir a minha oração e ela foi uma oração de alguém que tem procurado né caminhar em retidão diante do Senhor."
oração,NOUN,99.2%,NOUN | obl,2.6%,"['dias', 'lugar', 'dia', 'poder', 'vida', 'jejum', 'momento', 'caminho', 'tempo', 'propósito']",64.3%,"Eh o quanto que a gente precisa conhecer e entrar nesse lugar de oração com comprar as batalhas espirituais, lembrar que nossa luta não é contra carne nem sangue, mas a gente tem que saber disso entrando nesse lugar de quebrantamento, cara de se humilharem de Deus e depender dos caminhos dEle."
oração,NOUN,99.2%,VERB | advcl,2.6%,"['tem', 'falar', 'fala', 'fazer', 'entrei', 'fazendo', 'faz', 'obrigado', 'focar', 'cobrindo']",28.9%,"E eu acredito que é a mesma coisa que trouxe, sem dúvida nenhuma, a maioria das pessoas que estão conosco agora para buscarem ao Senhor em oração."
oração,NOUN,99.2%,ADJ | amod,2.4%,"['específica', 'eficaz', 'inesquecível', 'intencional', 'poderosa', 'última', 'sincera', 'perigosa', 'rápida', 'constante']",39.8%,"a oração intencional no seguinte sentido de não que seja feita a tua vontade, mas a vontade do Senhor, porque muitos oram né com uma, com uma intenção, mas ora não colocando a vontade do senhor para o país, né e muitos oram para para algumas coisas que estão no coração, mas, como o senhor disse, né a ao momento que você vai falando, muitas das muitas vezes as pessoas guardam algumas coisas, não falam tudo pro Senhor, e ele é o único uniciente, né."
oração,NOUN,99.2%,VERB | conj,2.2%,"['faz', 'fiz', 'fazer', 'esqueço', 'mudou', 'muda', 'falar', 'pedir', 'ouvir', 'passa']",31.2%,"E, falando sobre intercessão, eu queria convidar esse povo, aqui agora, a orar conosco e entender, fazer os entender pelo Espírito de Deus, porque só ele pode nos levar esse entendimento de que, sim, a sua oração, irmãzinha, você aí, ó que tá aí do outro lado agora pensando Poxa, Camila, mas Deus vai ouvir a minha oração e ela foi uma oração de alguém que tem procurado né caminhar em retidão diante do Senhor."
oração,NOUN,99.2%,NOUN | conj,2.1%,"['jejum', 'súplica', 'oração', 'súplicas', 'ação', 'intercessão', 'tipo', 'fruto', 'vida', 'busca']",47.8%,"Então nós vemos que a Bíblia inteira, desde gênes até o Apocalipse, Nicolas, ela fala desse poder de ressurreição e a igreja precisa resgatar isso, orem com todo tipo de ressurreição, com todo tipo de oração e oração de ressurreição."
oração,NOUN,99.2%,NOUN | ROOT,1.8%,"['oração', 'dia', 'dias', 'jejum', 'chave', 'palavra', 'lugar', 'resultado', 'orações', 'pessoas']",52.5%,"Que tudo que eu canto para Deus, eu oro cantando, então é uma oração para libertação, é uma libertação, é uma oração para cura, é uma oração de guerra, muitas vezes é um tipo de oração através da música."
oração,NOUN,99.2%,CCONJ | cc,1.6%,"['e', 'mas', 'nem', 'ou']",100.0%,"E, falando sobre intercessão, eu queria convidar esse povo, aqui agora, a orar conosco e entender, fazer os entender pelo Espírito de Deus, porque só ele pode nos levar esse entendimento de que, sim, a sua oração, irmãzinha, você aí, ó que tá aí do outro lado agora pensando Poxa, Camila, mas Deus vai ouvir a minha oração e ela foi uma oração de alguém que tem procurado né caminhar em retidão diante do Senhor."
oração,NOUN,99.2%,NOUN | nsubj,1.6%,"['oração', 'vida', 'dias', 'estrutura', 'arma', 'libertação', 'caminho', 'tempo', 'grupo', 'palavra']",50.7%,"E depois disso, grande parte de tudo que a gente faz hoje, o sentido maior é oração."
oração,NOUN,99.2%,VERB | xcomp,1.3%,"['fazer', 'puxar', 'falar', 'começar', 'receber', 'saia', 'agindo', 'pedido', 'permanecer', 'contar']",56.7%,"E, falando sobre intercessão, eu queria convidar esse povo, aqui agora, a orar conosco e entender, fazer os entender pelo Espírito de Deus, porque só ele pode nos levar esse entendimento de que, sim, a sua oração, irmãzinha, você aí, ó que tá aí do outro lado agora pensando Poxa, Camila, mas Deus vai ouvir a minha oração e ela foi uma oração de alguém que tem procurado né caminhar em retidão diante do Senhor."
oração,NOUN,99.2%,VERB | acl,1.3%,"['respondidas', 'respondida', 'direcionada', 'abraçar', 'orar', 'obrigado', 'dizendo', 'usado', 'feita', 'ter']",37.9%,"Na hora de orar, vai orar uma oração fraca, porque uma oração infantil, uma oração emocionada, e você não consegue acessar a autoridade espiritual concedida pelo Senhor."
oração,NOUN,99.2%,VERB | ccomp,1.2%,"['faça', 'fiz', 'tem', 'fez', 'pode', 'faz', 'acompanhada', 'peço', 'dissermos', 'precisa']",38.5%,"E a gente Tomou a iniciativas, iniciativa chamando várias pessoas aqui, não para mim entretenimento, Não Para te convocar para uma festa, mas SIM para várias pessoas que são alinhadas com o reino, com o evangelho, para poder trazer uma palavra para de esperança para o seu coração, para poder trazer uma palavra de confronto, para poder trazer uma palavra de crescimento, para você se aproximar mais de Deus, para você que sabe orar, para você aprender a orar, para você que não tem o costume de orar, para você passar a ter o costume de orar para você é que ora, mas talvez hora errado para você entender que existem orações que a gente pede mal e por isso que Deus não escuta."
